filename,score,cluster_id
DB01620_docking_min1.mol2,-5.4,105
DB01173_docking_min1.mol2,-5.3,105
DB01075_docking_min1.mol2,-5.1,105
DB00378_docking_min1.mol2,-7.5,106
DB01395_docking_min1.mol2,-7.5,106
DB04839_docking_min1.mol2,-6.9,106
DB00823_docking_min1.mol2,-6.8,106
DB00990_docking_min1.mol2,-6.8,106
DB13946_docking_min1.mol2,-6.8,106
DB09124_docking_min1.mol2,-6.6,106
DB13857_docking_min1.mol2,-6.6,106
DB13943_docking_min1.mol2,-6.6,106
DB00351_docking_min1.mol2,-6.5,106
DB00894_docking_min1.mol2,-6.5,106
DB11219_docking_min1.mol2,-6.5,106
DB00421_docking_min1.mol2,-6.4,106
DB00984_docking_min1.mol2,-6.3,106
DB13981_docking_min1.mol2,-6.3,106
DB00396_docking_min1.mol2,-6.2,106
DB00603_docking_min1.mol2,-6.2,106
DB13944_docking_min1.mol2,-6.2,106
DB06789_docking_min1.mol2,-6.1,106
DB01420_docking_min1.mol2,-6,106
DB06780_docking_min1.mol2,-5.9,106
DB08804_docking_min1.mol2,-5.6,106
DB14156_docking_min1.mol2,-5.6,106
DB01744_docking_min1.mol2,-5.1,106
DB01022_docking_min1.mol2,-5,106
DB00700_docking_min1.mol2,-7.5,107
DB13063_docking_min1.mol2,-6.3,107
DB00805_docking_min1.mol2,-7.5,108
DB00882_docking_min1.mol2,-7.5,109
DB00914_docking_min1.mol2,-7.5,110
DB00217_docking_min1.mol2,-6,110
DB00331_docking_min1.mol2,-5.6,110
DB13100_docking_min1.mol2,-5.3,110
DB00536_docking_min1.mol2,-3.7,110
DB00917_docking_min1.mol2,-7.5,111
DB01240_docking_min1.mol2,-6.4,111
DB09211_docking_min1.mol2,-6.3,111
DB01024_docking_min1.mol2,-5.8,111
DB00126_docking_min1.mol2,-5.7,111
DB00770_docking_min1.mol2,-5.5,111
DB09401_docking_min1.mol2,-5.4,111
DB01095_docking_min1.mol2,-7.5,112
DB00439_docking_min1.mol2,-6.7,112
DB08860_docking_min1.mol2,-6.5,112
DB01125_docking_min1.mol2,-7.5,113
DB13136_docking_min1.mol2,-6.2,113
DB00498_docking_min1.mol2,-6,113
DB01210_docking_min1.mol2,-7.5,114
DB00571_docking_min1.mol2,-7.4,114
DB08807_docking_min1.mol2,-6.7,114
DB08808_docking_min1.mol2,-6.5,114
DB00521_docking_min1.mol2,-5.3,114
DB01221_docking_min1.mol2,-7.5,115
DB01156_docking_min1.mol2,-5.8,115
DB11823_docking_min1.mol2,-5.1,115
DB04930_docking_min1.mol2,-7.5,116
DB11614_docking_min1.mol2,-7.5,117
DB00455_docking_min1.mol2,-6.5,117
DB00699_docking_min1.mol2,-7.4,118
DB01039_docking_min1.mol2,-7.4,119
DB00636_docking_min1.mol2,-5.2,119
DB01275_docking_min1.mol2,-7.4,120
DB04840_docking_min1.mol2,-7.4,121
DB08970_docking_min1.mol2,-7.4,122
DB11622_docking_min1.mol2,-7.4,122
DB00591_docking_min1.mol2,-7.3,122
DB04038_docking_min1.mol2,-7,122
DB06739_docking_min1.mol2,-7,122
DB00180_docking_min1.mol2,-6.9,122
DB00294_docking_min1.mol2,-6.9,122
DB02300_docking_min1.mol2,-6.9,122
DB00146_docking_min1.mol2,-6.8,122
DB01130_docking_min1.mol2,-6.8,122
DB01260_docking_min1.mol2,-6.8,122
DB01384_docking_min1.mol2,-6.8,122
DB05990_docking_min1.mol2,-6.8,122
DB06410_docking_min1.mol2,-6.8,122
DB03619_docking_min1.mol2,-6.7,122
DB08971_docking_min1.mol2,-6.7,122
DB11636_docking_min1.mol2,-6.7,122
DB00240_docking_min1.mol2,-6.6,122
DB09095_docking_min1.mol2,-6.6,122
DB09123_docking_min1.mol2,-6.6,122
DB11619_docking_min1.mol2,-6.6,122
DB12952_docking_min1.mol2,-6.6,122
DB00136_docking_min1.mol2,-6.5,122
DB00223_docking_min1.mol2,-6.5,122
DB00324_docking_min1.mol2,-6.5,122
DB00443_docking_min1.mol2,-6.5,122
DB00663_docking_min1.mol2,-6.5,122
DB00741_docking_min1.mol2,-6.5,122
DB00769_docking_min1.mol2,-6.5,122
DB00860_docking_min1.mol2,-6.5,122
DB02659_docking_min1.mol2,-6.5,122
DB06412_docking_min1.mol2,-6.5,122
DB06777_docking_min1.mol2,-6.5,122
DB08905_docking_min1.mol2,-6.5,122
DB09371_docking_min1.mol2,-6.5,122
DB09389_docking_min1.mol2,-6.5,122
DB00838_docking_min1.mol2,-6.4,122
DB01234_docking_min1.mol2,-6.4,122
DB06730_docking_min1.mol2,-6.4,122
DB09378_docking_min1.mol2,-6.4,122
DB09383_docking_min1.mol2,-6.4,122
DB13867_docking_min1.mol2,-6.4,122
DB00253_docking_min1.mol2,-6.3,122
DB00367_docking_min1.mol2,-6.3,122
DB00596_docking_min1.mol2,-6.3,122
DB00635_docking_min1.mol2,-6.3,122
DB00641_docking_min1.mol2,-6.3,122
DB00873_docking_min1.mol2,-6.3,122
DB01088_docking_min1.mol2,-6.3,122
DB00304_docking_min1.mol2,-6.2,122
DB00547_docking_min1.mol2,-6.2,122
DB00620_docking_min1.mol2,-6.2,122
DB00624_docking_min1.mol2,-6.2,122
DB00687_docking_min1.mol2,-6.2,122
DB00896_docking_min1.mol2,-6.2,122
DB01380_docking_min1.mol2,-6.2,122
DB01431_docking_min1.mol2,-6.2,122
DB01586_docking_min1.mol2,-6.2,122
DB09091_docking_min1.mol2,-6.2,122
DB00764_docking_min1.mol2,-6.1,122
DB00910_docking_min1.mol2,-6.1,122
DB02789_docking_min1.mol2,-6.1,122
DB00959_docking_min1.mol2,-6,122
DB01436_docking_min1.mol2,-6,122
DB06272_docking_min1.mol2,-6,122
DB09015_docking_min1.mol2,-6,122
DB01222_docking_min1.mol2,-5.9,122
DB00175_docking_min1.mol2,-5.8,122
DB04540_docking_min1.mol2,-5.5,122
DB13873_docking_min1.mol2,-7.4,123
DB01047_docking_min1.mol2,-7,123
DB06786_docking_min1.mol2,-6.7,123
DB08973_docking_min1.mol2,-6.7,123
DB01013_docking_min1.mol2,-6.4,123
DB13158_docking_min1.mol2,-6.3,123
DB11750_docking_min1.mol2,-6.2,123
DB00307_docking_min1.mol2,-7.3,124
DB00350_docking_min1.mol2,-7.3,125
DB00406_docking_min1.mol2,-7.3,126
DB01018_docking_min1.mol2,-7.3,127
DB04841_docking_min1.mol2,-7.3,128
DB00354_docking_min1.mol2,-7.2,128
DB00737_docking_min1.mol2,-7.1,128
DB00568_docking_min1.mol2,-7,128
DB00427_docking_min1.mol2,-6.5,128
DB04876_docking_min1.mol2,-7.3,129
DB01426_docking_min1.mol2,-6.7,129
DB06335_docking_min1.mol2,-5.9,129
DB05294_docking_min1.mol2,-7.3,130
DB01103_docking_min1.mol2,-6.3,130
DB00613_docking_min1.mol2,-6.1,130
DB00530_docking_min1.mol2,-5.9,130
DB06274_docking_min1.mol2,-7.3,131
DB08806_docking_min1.mol2,-6.8,131
DB06626_docking_min1.mol2,-7.3,132
DB08803_docking_min1.mol2,-7.3,133
DB04948_docking_min1.mol2,-6.8,133
DB00935_docking_min1.mol2,-5.5,133
DB09012_docking_min1.mol2,-7.3,134
DB09017_docking_min1.mol2,-7.3,135
DB00897_docking_min1.mol2,-7,135
DB00404_docking_min1.mol2,-6.9,135
DB00683_docking_min1.mol2,-6.6,135
DB01215_docking_min1.mol2,-6.6,135
DB00363_docking_min1.mol2,-6.3,135
DB09166_docking_min1.mol2,-6.2,135
DB00546_docking_min1.mol2,-5.9,135
DB09020_docking_min1.mol2,-7.3,136
DB09223_docking_min1.mol2,-7.3,137
DB00719_docking_min1.mol2,-7,137
DB00792_docking_min1.mol2,-7,137
DB09304_docking_min1.mol2,-6.7,137
DB00370_docking_min1.mol2,-6.2,137
DB06766_docking_min1.mol2,-6.2,137
DB00408_docking_min1.mol2,-6.1,137
DB08936_docking_min1.mol2,-5.9,137
DB01176_docking_min1.mol2,-5.6,137
DB11155_docking_min1.mol2,-7.3,138
DB11644_docking_min1.mol2,-7.3,139
DB00991_docking_min1.mol2,-7.2,139
DB12332_docking_min1.mol2,-7.3,140
DB00204_docking_min1.mol2,-7.2,141
DB00775_docking_min1.mol2,-6.9,141
DB04743_docking_min1.mol2,-6.3,141
DB00275_docking_min1.mol2,-7.2,142
DB00177_docking_min1.mol2,-6,142
DB00357_docking_min1.mol2,-7.2,143
DB01216_docking_min1.mol2,-7,143
DB01107_docking_min1.mol2,-5.7,143
DB01437_docking_min1.mol2,-5.7,143
DB00593_docking_min1.mol2,-5.3,143
DB00525_docking_min1.mol2,-7.2,144
DB00660_docking_min1.mol2,-7.2,145
DB00845_docking_min1.mol2,-7.2,146
DB00962_docking_min1.mol2,-7.2,147
DB01247_docking_min1.mol2,-7.2,148
DB04571_docking_min1.mol2,-7.2,149
DB00553_docking_min1.mol2,-7,149
DB08819_docking_min1.mol2,-7.2,150
DB08867_docking_min1.mol2,-7.2,151
DB00834_docking_min1.mol2,-6.8,151
DB09038_docking_min1.mol2,-7.2,152
DB09082_docking_min1.mol2,-6.9,152
DB00800_docking_min1.mol2,-6.5,152
DB06292_docking_min1.mol2,-6.4,152
DB11336_docking_min1.mol2,-7.2,153
DB11363_docking_min1.mol2,-7.2,154
DB00383_docking_min1.mol2,-7.1,155
DB00587_docking_min1.mol2,-7.1,156
DB00676_docking_min1.mol2,-7.1,157
DB00712_docking_min1.mol2,-7.1,158
DB00837_docking_min1.mol2,-7.1,159
DB00913_docking_min1.mol2,-7.1,160
DB01046_docking_min1.mol2,-7.1,161
DB01121_docking_min1.mol2,-7.1,162
DB01406_docking_min1.mol2,-7.1,163
DB05265_docking_min1.mol2,-7.1,164
DB04574_docking_min1.mol2,-6.9,164
DB11185_docking_min1.mol2,-6.2,164
DB06764_docking_min1.mol2,-7.1,165
DB01273_docking_min1.mol2,-7,165
DB00730_docking_min1.mol2,-6.4,165
DB00797_docking_min1.mol2,-6.1,165
DB06711_docking_min1.mol2,-5.9,165
DB09056_docking_min1.mol2,-7.1,166
DB09064_docking_min1.mol2,-7.1,167
DB09151_docking_min1.mol2,-7.1,168
DB00740_docking_min1.mol2,-5.3,168
DB11989_docking_min1.mol2,-7.1,169
DB12834_docking_min1.mol2,-6.3,169
DB00916_docking_min1.mol2,-5.9,169
DB00993_docking_min1.mol2,-5.5,169
DB13805_docking_min1.mol2,-7.1,170
DB11100_docking_min1.mol2,-6.5,170
DB00312_docking_min1.mol2,-6.4,170
DB01354_docking_min1.mol2,-6,170
DB01355_docking_min1.mol2,-6,170
DB00794_docking_min1.mol2,-5.9,170
DB01174_docking_min1.mol2,-5.9,170
DB00474_docking_min1.mol2,-5.5,170
DB00418_docking_min1.mol2,-5.4,170
DB00241_docking_min1.mol2,-5.3,170
DB01351_docking_min1.mol2,-5.2,170
DB01353_docking_min1.mol2,-5.2,170
DB00237_docking_min1.mol2,-5.1,170
DB00306_docking_min1.mol2,-5.1,170
DB00544_docking_min1.mol2,-5,170
DB01154_docking_min1.mol2,-5,170
DB01352_docking_min1.mol2,-5,170
DB00599_docking_min1.mol2,-4.9,170
DB09327_docking_min1.mol2,-4.7,170
DB00209_docking_min1.mol2,-7,171
DB00771_docking_min1.mol2,-6.9,171
DB11181_docking_min1.mol2,-6.7,171
DB04843_docking_min1.mol2,-6.3,171
DB00332_docking_min1.mol2,-5.9,171
DB00424_docking_min1.mol2,-5.9,171
DB00572_docking_min1.mol2,-5.9,171
DB00986_docking_min1.mol2,-5.7,171
DB00239_docking_min1.mol2,-7,172
DB00373_docking_min1.mol2,-7,173
DB00461_docking_min1.mol2,-7,174
DB00473_docking_min1.mol2,-7,175
DB11148_docking_min1.mol2,-6.2,175
DB01086_docking_min1.mol2,-6.1,175
DB00499_docking_min1.mol2,-7,176
DB00982_docking_min1.mol2,-7,177
DB00162_docking_min1.mol2,-6.2,177
DB00755_docking_min1.mol2,-6.2,177
DB00523_docking_min1.mol2,-5.9,177
DB13153_docking_min1.mol2,-4.8,177
DB01056_docking_min1.mol2,-7,178
DB00750_docking_min1.mol2,-6.4,178
DB01035_docking_min1.mol2,-6.2,178
DB08987_docking_min1.mol2,-4.9,178
DB00281_docking_min1.mol2,-4.8,178
DB01110_docking_min1.mol2,-7,179
DB01113_docking_min1.mol2,-7,180
DB01123_docking_min1.mol2,-7,181
DB01591_docking_min1.mol2,-7,182
DB01058_docking_min1.mol2,-6.9,182
DB00377_docking_min1.mol2,-6.8,182
DB00236_docking_min1.mol2,-5.4,182
DB01600_docking_min1.mol2,-7,183
DB00870_docking_min1.mol2,-6.8,183
DB09028_docking_min1.mol2,-7,184
DB00268_docking_min1.mol2,-4.9,184
DB09039_docking_min1.mol2,-7,185
DB09292_docking_min1.mol2,-7,186
DB00150_docking_min1.mol2,-6.9,187
DB00117_docking_min1.mol2,-5.8,187
DB00345_docking_min1.mol2,-6.9,188
DB06775_docking_min1.mol2,-6.4,188
DB00141_docking_min1.mol2,-6,188
DB00155_docking_min1.mol2,-5.8,188
DB12839_docking_min1.mol2,-5.7,188
DB00168_docking_min1.mol2,-5.4,188
DB06151_docking_min1.mol2,-4.8,188
DB00675_docking_min1.mol2,-6.9,189
DB00661_docking_min1.mol2,-6.5,189
DB00925_docking_min1.mol2,-6.1,189
DB11160_docking_min1.mol2,-6.1,189
DB11594_docking_min1.mol2,-5.6,189
DB09205_docking_min1.mol2,-5,189
DB00735_docking_min1.mol2,-6.9,190
DB00857_docking_min1.mol2,-6.2,190
DB01091_docking_min1.mol2,-5.9,190
DB00744_docking_min1.mol2,-6.9,191
DB00766_docking_min1.mol2,-6.9,192
DB01598_docking_min1.mol2,-5,192
DB00832_docking_min1.mol2,-6.9,193
DB05246_docking_min1.mol2,-5.9,193
DB00960_docking_min1.mol2,-6.9,194
DB01117_docking_min1.mol2,-6.9,195
DB01138_docking_min1.mol2,-6.9,196
DB01207_docking_min1.mol2,-6.9,197
DB01217_docking_min1.mol2,-6.9,198
DB01624_docking_min1.mol2,-6.9,199
DB00623_docking_min1.mol2,-6.2,199
DB00875_docking_min1.mol2,-6.1,199
DB01608_docking_min1.mol2,-6.1,199
DB00850_docking_min1.mol2,-5.8,199
DB01063_docking_min1.mol2,-5.7,199
DB02709_docking_min1.mol2,-6.9,200
DB04967_docking_min1.mol2,-6.9,201
DB06218_docking_min1.mol2,-6.9,202
DB08834_docking_min1.mol2,-6.9,203
DB08868_docking_min1.mol2,-6.9,204
DB09118_docking_min1.mol2,-6.9,205
DB09148_docking_min1.mol2,-6.9,206
DB09149_docking_min1.mol2,-6.8,206
DB09488_docking_min1.mol2,-6.9,207
DB00906_docking_min1.mol2,-6.3,207
DB11629_docking_min1.mol2,-6.9,208
DB13783_docking_min1.mol2,-6.9,209
DB00170_docking_min1.mol2,-6.8,210
DB00310_docking_min1.mol2,-6.8,211
DB09289_docking_min1.mol2,-6.6,211
DB00606_docking_min1.mol2,-6.5,211
DB01119_docking_min1.mol2,-6.1,211
DB06725_docking_min1.mol2,-5.9,211
DB00625_docking_min1.mol2,-6.8,212
DB00680_docking_min1.mol2,-6.8,213
DB00821_docking_min1.mol2,-6.8,214
DB00909_docking_min1.mol2,-6.8,215
DB01096_docking_min1.mol2,-6.8,216
DB01422_docking_min1.mol2,-6.7,216
DB01116_docking_min1.mol2,-6.8,217
DB01127_docking_min1.mol2,-6.8,218
DB00639_docking_min1.mol2,-6.6,218
DB01153_docking_min1.mol2,-6.4,218
DB00257_docking_min1.mol2,-6.2,218
DB08943_docking_min1.mol2,-6.2,218
DB01007_docking_min1.mol2,-6.1,218
DB06820_docking_min1.mol2,-6.1,218
DB01291_docking_min1.mol2,-6.8,219
DB00165_docking_min1.mol2,-5.8,219
DB06016_docking_min1.mol2,-6.8,220
DB06742_docking_min1.mol2,-6.8,221
DB08824_docking_min1.mol2,-6.8,222
DB08983_docking_min1.mol2,-6.8,223
DB09224_docking_min1.mol2,-6.8,224
DB06264_docking_min1.mol2,-6.5,224
DB08992_docking_min1.mol2,-6.5,224
DB12728_docking_min1.mol2,-6.2,224
DB11073_docking_min1.mol2,-5.6,224
DB00114_docking_min1.mol2,-6.7,225
DB06716_docking_min1.mol2,-5.4,225
DB00215_docking_min1.mol2,-6.7,226
DB01175_docking_min1.mol2,-6.7,226
DB00605_docking_min1.mol2,-6.7,227
DB00692_docking_min1.mol2,-6.7,228
DB00846_docking_min1.mol2,-6.7,229
DB09081_docking_min1.mol2,-5.5,229
DB00957_docking_min1.mol2,-6.7,230
DB06713_docking_min1.mol2,-6.4,230
DB01611_docking_min1.mol2,-6.7,231
DB00608_docking_min1.mol2,-5.2,231
DB04854_docking_min1.mol2,-6.7,232
DB04871_docking_min1.mol2,-6.7,233
DB05013_docking_min1.mol2,-6.7,234
DB08604_docking_min1.mol2,-6.7,235
DB13167_docking_min1.mol2,-6.1,235
DB00756_docking_min1.mol2,-5.7,235
DB11121_docking_min1.mol2,-5.7,235
DB13269_docking_min1.mol2,-5.4,235
DB13154_docking_min1.mol2,-4.8,235
DB08796_docking_min1.mol2,-6.7,236
DB08880_docking_min1.mol2,-6.7,237
DB09220_docking_min1.mol2,-6.7,238
DB09245_docking_min1.mol2,-6.7,239
DB09286_docking_min1.mol2,-6.7,240
DB12300_docking_min1.mol2,-6.7,241
DB13955_docking_min1.mol2,-6.7,242
DB14002_docking_min1.mol2,-6.5,242
DB00589_docking_min1.mol2,-6.6,243
DB00353_docking_min1.mol2,-6.4,243
DB00247_docking_min1.mol2,-6.3,243
DB01253_docking_min1.mol2,-6.3,243
DB00248_docking_min1.mol2,-6.1,243
DB00814_docking_min1.mol2,-6.6,244
DB00892_docking_min1.mol2,-6.6,245
DB09288_docking_min1.mol2,-6.4,245
DB00807_docking_min1.mol2,-6.1,245
DB01161_docking_min1.mol2,-6.1,245
DB09085_docking_min1.mol2,-6.1,245
DB06702_docking_min1.mol2,-5.7,245
DB00721_docking_min1.mol2,-5.3,245
DB00977_docking_min1.mol2,-6.6,246
DB00163_docking_min1.mol2,-5.1,246
DB01062_docking_min1.mol2,-6.6,247
DB00979_docking_min1.mol2,-6.1,247
DB00219_docking_min1.mol2,-6,247
DB01623_docking_min1.mol2,-6.6,248
DB01622_docking_min1.mol2,-6.1,248
DB08967_docking_min1.mol2,-5.2,248
DB02546_docking_min1.mol2,-6.6,249
DB13346_docking_min1.mol2,-6.5,249
DB00551_docking_min1.mol2,-4,249
DB05812_docking_min1.mol2,-6.6,250
DB09227_docking_min1.mol2,-6.6,251
DB09229_docking_min1.mol2,-6.3,251
DB00401_docking_min1.mol2,-6,251
DB06712_docking_min1.mol2,-5.8,251
DB00393_docking_min1.mol2,-5.6,251
DB00622_docking_min1.mol2,-5.6,251
DB01054_docking_min1.mol2,-5.5,251
DB01115_docking_min1.mol2,-5.4,251
DB09232_docking_min1.mol2,-5.3,251
DB09290_docking_min1.mol2,-6.6,252
DB09324_docking_min1.mol2,-6.6,253
DB01606_docking_min1.mol2,-5.9,253
DB11967_docking_min1.mol2,-6.6,254
DB00341_docking_min1.mol2,-6.5,255
DB01171_docking_min1.mol2,-6.3,255
DB06282_docking_min1.mol2,-6.3,255
DB00557_docking_min1.mol2,-5.9,255
DB00358_docking_min1.mol2,-6.5,256
DB00434_docking_min1.mol2,-6.5,257
DB06153_docking_min1.mol2,-6.4,257
DB00920_docking_min1.mol2,-6.3,257
DB01619_docking_min1.mol2,-6.3,257
DB00768_docking_min1.mol2,-6.5,258
DB00813_docking_min1.mol2,-6.5,259
DB00967_docking_min1.mol2,-6.5,260
DB00985_docking_min1.mol2,-6.5,261
DB01050_docking_min1.mol2,-6.5,262
DB09213_docking_min1.mol2,-6.5,262
DB06819_docking_min1.mol2,-6,262
DB09269_docking_min1.mol2,-5.7,262
DB03793_docking_min1.mol2,-5.1,262
DB01055_docking_min1.mol2,-6.5,263
DB08826_docking_min1.mol2,-5.5,263
DB01079_docking_min1.mol2,-6.5,264
DB01168_docking_min1.mol2,-6.5,265
DB00951_docking_min1.mol2,-5.9,265
DB01188_docking_min1.mol2,-6.5,266
DB04880_docking_min1.mol2,-6.5,267
DB06255_docking_min1.mol2,-6.5,268
DB06718_docking_min1.mol2,-6.5,269
DB06737_docking_min1.mol2,-6.5,270
DB08872_docking_min1.mol2,-6.5,271
DB00395_docking_min1.mol2,-5.6,271
DB00949_docking_min1.mol2,-5.5,271
DB06797_docking_min1.mol2,-5,271
DB00371_docking_min1.mol2,-4.6,271
DB09350_docking_min1.mol2,-6.5,272
DB11570_docking_min1.mol2,-6.5,273
DB11638_docking_min1.mol2,-6.5,274
DB13851_docking_min1.mol2,-6.5,275
DB00252_docking_min1.mol2,-6.4,276
DB05541_docking_min1.mol2,-6.3,276
DB01202_docking_min1.mol2,-5.8,276
DB00754_docking_min1.mol2,-5.3,276
DB00315_docking_min1.mol2,-6.4,277
DB00419_docking_min1.mol2,-6.4,278
DB01296_docking_min1.mol2,-6.3,278
DB00491_docking_min1.mol2,-6.1,278
DB05018_docking_min1.mol2,-6,278
DB00919_docking_min1.mol2,-5.4,278
DB00500_docking_min1.mol2,-6.4,279
DB00533_docking_min1.mol2,-6.4,280
DB00600_docking_min1.mol2,-6.4,281
DB00890_docking_min1.mol2,-6.3,281
DB00818_docking_min1.mol2,-6,281
DB02513_docking_min1.mol2,-5.9,281
DB00255_docking_min1.mol2,-5.6,281
DB13908_docking_min1.mol2,-5.6,281
DB11254_docking_min1.mol2,-5.3,281
DB11304_docking_min1.mol2,-5.2,281
DB09516_docking_min1.mol2,-5.1,281
DB11085_docking_min1.mol2,-5,281
DB09526_docking_min1.mol2,-4.8,281
DB03255_docking_min1.mol2,-4.4,281
DB00715_docking_min1.mol2,-6.4,282
DB00883_docking_min1.mol2,-6.4,283
DB01020_docking_min1.mol2,-6.2,283
DB01034_docking_min1.mol2,-6.4,284
DB01042_docking_min1.mol2,-6.4,285
DB00291_docking_min1.mol2,-5.7,285
DB01108_docking_min1.mol2,-6.4,286
DB01587_docking_min1.mol2,-6.4,287
DB01616_docking_min1.mol2,-6.4,288
DB11279_docking_min1.mol2,-6.1,288
DB01429_docking_min1.mol2,-5.7,288
DB04564_docking_min1.mol2,-6.4,289
DB13178_docking_min1.mol2,-5.7,289
DB04890_docking_min1.mol2,-6.4,290
DB06148_docking_min1.mol2,-6.4,291
DB01071_docking_min1.mol2,-6.3,291
DB09167_docking_min1.mol2,-6.2,291
DB00340_docking_min1.mol2,-6.1,291
DB00679_docking_min1.mol2,-6.1,291
DB00458_docking_min1.mol2,-6,291
DB00831_docking_min1.mol2,-6,291
DB00933_docking_min1.mol2,-6,291
DB08996_docking_min1.mol2,-5.9,291
DB00726_docking_min1.mol2,-5.8,291
DB01242_docking_min1.mol2,-5.8,291
DB00508_docking_min1.mol2,-5.7,291
DB00777_docking_min1.mol2,-5.7,291
DB00902_docking_min1.mol2,-5.7,291
DB01615_docking_min1.mol2,-5.6,291
DB08802_docking_min1.mol2,-5.6,291
DB00433_docking_min1.mol2,-5.5,291
DB09000_docking_min1.mol2,-5.5,291
DB12710_docking_min1.mol2,-5.4,291
DB00392_docking_min1.mol2,-5.3,291
DB01069_docking_min1.mol2,-5.3,291
DB01403_docking_min1.mol2,-5.3,291
DB01246_docking_min1.mol2,-5.2,291
DB00420_docking_min1.mol2,-5.1,291
DB00477_docking_min1.mol2,-5.1,291
DB08792_docking_min1.mol2,-6.4,292
DB00316_docking_min1.mol2,-5.7,292
DB08964_docking_min1.mol2,-6.4,293
DB06826_docking_min1.mol2,-6.3,293
DB00929_docking_min1.mol2,-6.1,293
DB09006_docking_min1.mol2,-6.4,294
DB04838_docking_min1.mol2,-6.2,294
DB09084_docking_min1.mol2,-6.4,295
DB09088_docking_min1.mol2,-6.4,296
DB11609_docking_min1.mol2,-5.7,296
DB00333_docking_min1.mol2,-5.5,296
DB01227_docking_min1.mol2,-5.4,296
DB00647_docking_min1.mol2,-5.1,296
DB01433_docking_min1.mol2,-4.9,296
DB09282_docking_min1.mol2,-6.4,297
DB11921_docking_min1.mol2,-6.4,298
DB12532_docking_min1.mol2,-6.4,299
DB13858_docking_min1.mol2,-6.4,300
DB00235_docking_min1.mol2,-6.3,301
DB00379_docking_min1.mol2,-6.3,302
DB00289_docking_min1.mol2,-5.7,302
DB00446_docking_min1.mol2,-6.3,303
DB00514_docking_min1.mol2,-6.3,304
DB00802_docking_min1.mol2,-6.3,305
DB00856_docking_min1.mol2,-6.3,306
DB00904_docking_min1.mol2,-6.3,307
DB00924_docking_min1.mol2,-6.3,308
DB00321_docking_min1.mol2,-6,308
DB01142_docking_min1.mol2,-6,308
DB01239_docking_min1.mol2,-5.7,308
DB09016_docking_min1.mol2,-5.7,308
DB01043_docking_min1.mol2,-6.3,309
DB00478_docking_min1.mol2,-6.1,309
DB00915_docking_min1.mol2,-5.4,309
DB01209_docking_min1.mol2,-6.3,310
DB01255_docking_min1.mol2,-6.3,311
DB01340_docking_min1.mol2,-6.3,312
DB03209_docking_min1.mol2,-6.3,313
DB04864_docking_min1.mol2,-6.3,314
DB05266_docking_min1.mol2,-6.3,315
DB06697_docking_min1.mol2,-6.3,316
DB08976_docking_min1.mol2,-6.3,317
DB09071_docking_min1.mol2,-6.3,318
DB09197_docking_min1.mol2,-6.3,319
DB11207_docking_min1.mol2,-6.3,320
DB09496_docking_min1.mol2,-6.2,320
DB11226_docking_min1.mol2,-5.5,320
DB11327_docking_min1.mol2,-6.3,321
DB06815_docking_min1.mol2,-4.5,321
DB12938_docking_min1.mol2,-6.3,322
DB00192_docking_min1.mol2,-6.2,323
DB00998_docking_min1.mol2,-6.2,323
DB00245_docking_min1.mol2,-6.2,324
DB00907_docking_min1.mol2,-5.6,324
DB00413_docking_min1.mol2,-6.2,325
DB00425_docking_min1.mol2,-6.2,326
DB00472_docking_min1.mol2,-6.2,327
DB00540_docking_min1.mol2,-6.2,328
DB00934_docking_min1.mol2,-6.2,328
DB00344_docking_min1.mol2,-5.8,328
DB01083_docking_min1.mol2,-6.2,329
DB11272_docking_min1.mol2,-5.7,329
DB01104_docking_min1.mol2,-6.2,330
DB01191_docking_min1.mol2,-6.2,331
DB01012_docking_min1.mol2,-5.7,331
DB00574_docking_min1.mol2,-5,331
DB01243_docking_min1.mol2,-6.2,332
DB11145_docking_min1.mol2,-6.2,332
DB09115_docking_min1.mol2,-5.1,332
DB04815_docking_min1.mol2,-5,332
DB01452_docking_min1.mol2,-6.2,333
DB04846_docking_min1.mol2,-6.2,334
DB01408_docking_min1.mol2,-6,334
DB06209_docking_min1.mol2,-6.2,335
DB09014_docking_min1.mol2,-6.2,336
DB09061_docking_min1.mol2,-6.2,337
DB09242_docking_min1.mol2,-6.2,338
DB01099_docking_min1.mol2,-5.5,338
DB12537_docking_min1.mol2,-6.2,339
DB12792_docking_min1.mol2,-6.2,340
DB13180_docking_min1.mol2,-6.2,341
DB01638_docking_min1.mol2,-5.9,341
DB04272_docking_min1.mol2,-5.9,341
DB06801_docking_min1.mol2,-5.7,341
DB11735_docking_min1.mol2,-5.5,341
DB01914_docking_min1.mol2,-5.4,341
DB09502_docking_min1.mol2,-5.4,341
DB00742_docking_min1.mol2,-5.3,341
DB09459_docking_min1.mol2,-5.2,341
DB09419_docking_min1.mol2,-5.1,341
DB00566_docking_min1.mol2,-5,341
DB04398_docking_min1.mol2,-4.1,341
DB09462_docking_min1.mol2,-4.1,341
DB00121_docking_min1.mol2,-6.1,342
DB00125_docking_min1.mol2,-6.1,343
DB11815_docking_min1.mol2,-5.8,343
DB00120_docking_min1.mol2,-5.6,343
DB04339_docking_min1.mol2,-5.4,343
DB00130_docking_min1.mol2,-5.2,343
DB00142_docking_min1.mol2,-5.1,343
DB00230_docking_min1.mol2,-5.1,343
DB06243_docking_min1.mol2,-5,343
